"Type","Name","URL","Inheritance","User/group","Principaltype","Accountname","Permissions","TargetURL","DesURL"
"List/Library","Travel Serv Co Pty Ltd - NSW_PCS_18/Travel ServCo_Library","https://au.eyonespace.ey.net/sites/8fd16bfedc2d419bbaddfd8e78e9aa5f/EngagementDocumentLibrary","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001724-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001724-mm/EngagementDocumentLibrary"
"List/Library","Travel Serv Co Pty Ltd - NSW_PCS_18/Travel ServCo_Library","https://au.eyonespace.ey.net/sites/8fd16bfedc2d419bbaddfd8e78e9aa5f/EngagementDocumentLibrary","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001724-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001724-mm/EngagementDocumentLibrary"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"Site","Philip Latham - NSW_PCS_18/Philip Latham","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalStepslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSApprovalWorkflowslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/DocumentCopyAudit","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/DocumentCopyAudit","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/DocumentCopyAudit","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/DocumentCopyAudit","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/DocumentCopyAudit","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/DocumentCopyAudit"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EngagementLibraryStatus","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EngagementLibraryStatus","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EngagementLibraryStatus","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EngagementLibraryStatus","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EngagementLibraryStatus","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EngagementLibraryStatus"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/EYOSWorkflowMapping","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/EYOSWorkflowMapping"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/Lists/GEARContracts","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/Lists/GEARContracts"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Philip Latham - NSW_PCS_18/Philip Latham_Library","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/EngagementDocumentLibrary","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/EngagementDocumentLibrary"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read and Personalize;Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;Read and Personalize;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
