"Type","Name","URL","Inheritance","User/group","Principaltype","Accountname","Permissions","TargetURL","DesURL"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Business Unit Access","SharePoint group","Business Unit Access","Read;Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Read;Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/ead85e949f304cb4af7fd493c596b81d/SitePages","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001553-mm/SitePages"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"Site","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalStepslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSApprovalWorkflowslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/DocumentCopyAudit","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/DocumentCopyAudit","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/DocumentCopyAudit","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/DocumentCopyAudit","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/DocumentCopyAudit","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/DocumentCopyAudit"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EngagementLibraryStatus","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EngagementLibraryStatus","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EngagementLibraryStatus","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EngagementLibraryStatus","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EngagementLibraryStatus"
